,Pred_Age,True_Age,Age_res,platform
GSM4444370,43.01388168334961,43.0,0.013881683349609375,850k
GSM4444371,42.56110382080078,43.0,-0.43889617919921875,850k
GSM4444372,37.15025329589844,39.0,-1.8497467041015625,850k
GSM4444373,28.187768936157227,29.0,-0.8122310638427734,850k
GSM4444374,31.182735443115234,33.0,-1.8172645568847656,850k
GSM4444375,33.840782165527344,35.0,-1.1592178344726562,850k
GSM4444376,28.615081787109375,30.0,-1.384918212890625,850k
GSM4444377,36.073814392089844,37.0,-0.9261856079101562,850k
GSM4444378,45.88457489013672,46.0,-0.11542510986328125,850k
GSM4444379,40.14884948730469,41.0,-0.8511505126953125,850k
GSM4444380,37.535770416259766,38.0,-0.4642295837402344,850k
GSM4444381,43.76772689819336,45.0,-1.2322731018066406,850k
GSM4444382,36.26157760620117,36.0,0.2615776062011719,850k
GSM4444383,43.614532470703125,46.0,-2.385467529296875,850k
GSM4444384,41.690696716308594,41.0,0.6906967163085938,850k
GSM4444385,43.19281005859375,43.0,0.19281005859375,850k
GSM4444386,46.607887268066406,48.0,-1.3921127319335938,850k
GSM4444387,33.23063278198242,34.0,-0.7693672180175781,850k
GSM4444388,43.61709976196289,43.0,0.6170997619628906,850k
GSM4444389,41.66532897949219,43.0,-1.3346710205078125,850k
GSM4444390,29.307058334350586,29.0,0.30705833435058594,850k
GSM4444391,56.105865478515625,57.0,-0.894134521484375,850k
GSM4444392,40.341796875,41.0,-0.658203125,850k
GSM4444393,43.10527038574219,43.0,0.1052703857421875,850k
GSM4444394,30.316612243652344,30.0,0.31661224365234375,850k
GSM4444395,37.71686553955078,38.0,-0.28313446044921875,850k
GSM4444396,54.39019012451172,56.0,-1.6098098754882812,850k
GSM4444397,45.07184982299805,44.0,1.0718498229980469,850k
GSM4444398,51.34296417236328,53.0,-1.6570358276367188,850k
GSM4444399,33.67066955566406,36.0,-2.3293304443359375,850k
GSM4444400,47.458351135253906,49.0,-1.5416488647460938,850k
GSM4444401,43.79813003540039,44.0,-0.20186996459960938,850k
GSM4444402,45.0474739074707,46.0,-0.9525260925292969,850k
GSM4444403,57.64352798461914,58.0,-0.3564720153808594,850k
GSM4444404,51.9887809753418,53.0,-1.0112190246582031,850k
GSM4444405,37.65821075439453,38.0,-0.34178924560546875,850k
GSM4444406,28.045421600341797,28.0,0.045421600341796875,850k
GSM4444407,32.54963302612305,33.0,-0.4503669738769531,850k
GSM4444408,51.755374908447266,52.0,-0.24462509155273438,850k
GSM4444409,40.813507080078125,42.0,-1.186492919921875,850k
GSM4444411,42.76969909667969,42.0,0.7696990966796875,850k
GSM4444412,45.34661865234375,47.0,-1.65338134765625,850k
GSM4444413,55.5434455871582,56.0,-0.4565544128417969,850k
GSM4444415,51.62696838378906,54.0,-2.3730316162109375,850k
GSM4444416,41.25274658203125,41.0,0.25274658203125,850k
GSM4444417,43.30892562866211,44.0,-0.6910743713378906,850k
GSM4444418,57.19963455200195,58.0,-0.8003654479980469,850k
GSM4444420,31.19255256652832,32.0,-0.8074474334716797,850k
GSM4444421,46.25552749633789,47.0,-0.7444725036621094,850k
GSM4444422,47.31279373168945,47.0,0.3127937316894531,850k
GSM4444423,40.862213134765625,42.0,-1.137786865234375,850k
GSM4444424,29.502079010009766,31.0,-1.4979209899902344,850k
GSM4444425,39.949832916259766,41.0,-1.0501670837402344,850k
GSM4444426,28.856870651245117,28.0,0.8568706512451172,850k
GSM4444428,45.52499771118164,46.0,-0.4750022888183594,850k
GSM4444429,47.01375961303711,48.0,-0.9862403869628906,850k
GSM4444430,26.514333724975586,27.0,-0.48566627502441406,850k
GSM4444431,43.757076263427734,46.0,-2.2429237365722656,850k
GSM4444432,43.94388198852539,46.0,-2.0561180114746094,850k
GSM4444433,36.00859832763672,38.0,-1.9914016723632812,850k
GSM4444434,49.96953582763672,51.0,-1.0304641723632812,850k
GSM4444435,48.015193939208984,50.0,-1.9848060607910156,850k
GSM4444436,38.48907470703125,39.0,-0.51092529296875,850k
GSM4444437,53.64405059814453,54.0,-0.35594940185546875,850k
GSM4444438,40.261810302734375,40.0,0.261810302734375,850k
GSM4444439,56.7186164855957,58.0,-1.2813835144042969,850k
GSM4444440,41.37921905517578,43.0,-1.6207809448242188,850k
GSM4444441,43.844913482666016,46.0,-2.1550865173339844,850k
GSM4444442,39.92964172363281,41.0,-1.0703582763671875,850k
GSM4444443,53.04782485961914,55.0,-1.9521751403808594,850k
GSM4444444,31.895488739013672,33.0,-1.1045112609863281,850k
GSM4444445,34.19757080078125,34.0,0.19757080078125,850k
GSM4444446,38.678707122802734,40.0,-1.3212928771972656,850k
GSM4444447,35.22101974487305,34.0,1.2210197448730469,850k
GSM4444449,32.91781234741211,33.0,-0.08218765258789062,850k
GSM4444450,43.97595977783203,45.0,-1.0240402221679688,850k
GSM4444451,42.97075653076172,43.0,-0.02924346923828125,850k
GSM4444452,38.01180648803711,38.0,0.011806488037109375,850k
GSM4444453,32.807559967041016,31.0,1.8075599670410156,850k
GSM4444454,43.34225082397461,44.0,-0.6577491760253906,850k
GSM4444455,47.14971160888672,46.0,1.1497116088867188,850k
GSM4444456,35.33256149291992,36.0,-0.6674385070800781,850k
GSM4444457,27.329334259033203,27.0,0.3293342590332031,850k
GSM4444459,42.967308044433594,44.0,-1.0326919555664062,850k
GSM4444460,46.926856994628906,48.0,-1.0731430053710938,850k
GSM4444461,48.29113006591797,51.0,-2.7088699340820312,850k
GSM4444462,49.82755661010742,51.0,-1.1724433898925781,850k
GSM4444463,55.387176513671875,55.0,0.387176513671875,850k
GSM4444464,39.447296142578125,40.0,-0.552703857421875,850k
GSM4444465,46.20018768310547,46.0,0.20018768310546875,850k
GSM4444466,42.672210693359375,42.0,0.672210693359375,850k
GSM4444467,49.49114227294922,51.0,-1.5088577270507812,850k
GSM4444468,27.33690643310547,27.0,0.33690643310546875,850k
GSM4444469,47.78093338012695,48.0,-0.21906661987304688,850k
GSM4444470,46.055442810058594,48.0,-1.9445571899414062,850k
GSM4444472,40.40044403076172,41.0,-0.5995559692382812,850k
GSM4444473,41.25410842895508,41.0,0.2541084289550781,850k
GSM4444474,43.82174301147461,44.0,-0.17825698852539062,850k
GSM4444475,42.459373474121094,44.0,-1.5406265258789062,850k
GSM4444476,42.31282043457031,44.0,-1.6871795654296875,850k
GSM4444477,44.06240463256836,46.0,-1.9375953674316406,850k
GSM4444479,38.2093505859375,39.0,-0.7906494140625,850k
GSM4444480,54.84287643432617,56.0,-1.1571235656738281,850k
GSM4444481,42.376922607421875,43.0,-0.623077392578125,850k
GSM4444482,34.24905776977539,35.0,-0.7509422302246094,850k
GSM4444483,44.19152069091797,45.0,-0.8084793090820312,850k
GSM4444484,28.880294799804688,29.0,-0.1197052001953125,850k
GSM4444485,36.296504974365234,37.0,-0.7034950256347656,850k
GSM4444486,33.55453109741211,34.0,-0.4454689025878906,850k
GSM4444487,29.30949592590332,30.0,-0.6905040740966797,850k
GSM4444488,48.33103561401367,50.0,-1.6689643859863281,850k
GSM4444489,45.516380310058594,47.0,-1.4836196899414062,850k
GSM4444491,29.734390258789062,31.0,-1.2656097412109375,850k
GSM4444492,47.894962310791016,50.0,-2.1050376892089844,850k
GSM4444493,44.71421432495117,45.0,-0.2857856750488281,850k
GSM4444494,38.01725769042969,38.0,0.0172576904296875,850k
GSM4444495,43.65798568725586,44.0,-0.3420143127441406,850k
GSM4444496,41.66826629638672,43.0,-1.3317337036132812,850k
GSM4444497,34.07046890258789,34.0,0.07046890258789062,850k
GSM4444498,49.690223693847656,50.0,-0.30977630615234375,850k
GSM4444499,27.847517013549805,28.0,-0.1524829864501953,850k
GSM4444500,30.39004135131836,31.0,-0.6099586486816406,850k
GSM4444501,47.600341796875,49.0,-1.399658203125,850k
GSM4444503,51.83689498901367,52.0,-0.16310501098632812,850k
GSM4444504,47.29890823364258,48.0,-0.7010917663574219,850k
GSM4444506,40.76239013671875,40.0,0.76239013671875,850k
GSM4444507,41.874908447265625,43.0,-1.125091552734375,850k
GSM4444508,39.488834381103516,40.0,-0.5111656188964844,850k
GSM4444509,32.32770538330078,31.0,1.3277053833007812,850k
GSM4444511,55.674659729003906,58.0,-2.3253402709960938,850k
GSM4444512,42.50349426269531,44.0,-1.4965057373046875,850k
GSM4444513,50.25516891479492,51.0,-0.7448310852050781,850k
GSM4444514,29.672584533691406,29.0,0.6725845336914062,850k
GSM4444515,41.18665313720703,42.0,-0.8133468627929688,850k
GSM4444516,37.771915435791016,38.0,-0.22808456420898438,850k
GSM4444517,51.915950775146484,52.0,-0.08404922485351562,850k
GSM4444518,45.47956085205078,45.0,0.47956085205078125,850k
GSM4444519,47.636749267578125,49.0,-1.363250732421875,850k
GSM4444520,42.859947204589844,43.0,-0.14005279541015625,850k
GSM4444522,35.61878204345703,36.0,-0.38121795654296875,850k
GSM4444523,38.692684173583984,40.0,-1.3073158264160156,850k
GSM4444524,41.00373840332031,43.0,-1.9962615966796875,850k
GSM4444525,40.692623138427734,41.0,-0.3073768615722656,850k
GSM4444526,31.857097625732422,33.0,-1.1429023742675781,850k
GSM4444527,35.54758071899414,36.0,-0.4524192810058594,850k
GSM4444528,49.81321334838867,50.0,-0.18678665161132812,850k
GSM4444529,57.58539581298828,58.0,-0.41460418701171875,850k
GSM4444530,40.96624755859375,43.0,-2.03375244140625,850k
GSM4444531,44.58567428588867,46.0,-1.4143257141113281,850k
GSM4444532,43.545406341552734,44.0,-0.4545936584472656,850k
GSM4444533,56.80929946899414,59.0,-2.1907005310058594,850k
GSM4444534,41.48834228515625,43.0,-1.51165771484375,850k
GSM4444535,39.989723205566406,41.0,-1.0102767944335938,850k
GSM4444536,47.137977600097656,48.0,-0.8620223999023438,850k
GSM4444538,28.657739639282227,29.0,-0.34226036071777344,850k
GSM4444539,54.53734588623047,56.0,-1.4626541137695312,850k
GSM4444540,40.792442321777344,42.0,-1.2075576782226562,850k
GSM4444541,45.40199661254883,45.0,0.4019966125488281,850k
GSM4444542,38.28082275390625,39.0,-0.71917724609375,850k
GSM4444543,43.14939880371094,43.0,0.1493988037109375,850k
GSM4444544,29.233936309814453,30.0,-0.7660636901855469,850k
GSM4444545,40.64194107055664,41.0,-0.3580589294433594,850k
GSM4444546,43.05201721191406,44.0,-0.9479827880859375,850k
GSM4444547,38.1895866394043,39.0,-0.8104133605957031,850k
GSM4444548,54.886817932128906,57.0,-2.1131820678710938,850k
GSM4444549,47.764747619628906,49.0,-1.2352523803710938,850k
GSM4444550,43.729400634765625,45.0,-1.270599365234375,850k
GSM4444552,47.168701171875,48.0,-0.831298828125,850k
GSM4444553,38.32786178588867,39.0,-0.6721382141113281,850k
GSM4444554,45.11729431152344,44.0,1.1172943115234375,850k
GSM4444556,37.616912841796875,39.0,-1.383087158203125,850k
GSM4444558,41.84644317626953,43.0,-1.1535568237304688,850k
GSM4444559,29.029560089111328,29.0,0.029560089111328125,850k
GSM4444561,29.345911026000977,31.0,-1.6540889739990234,850k
GSM4444562,35.60533142089844,36.0,-0.3946685791015625,850k
GSM4444563,28.865524291992188,29.0,-0.1344757080078125,850k
GSM4444564,44.49129104614258,46.0,-1.5087089538574219,850k
GSM4444565,32.36684799194336,31.0,1.3668479919433594,850k
GSM4444566,42.00398254394531,43.0,-0.9960174560546875,850k
GSM4444567,40.68034362792969,43.0,-2.3196563720703125,850k
GSM4444568,56.04026412963867,59.0,-2.959735870361328,850k
GSM4444569,26.25922203063965,26.0,0.25922203063964844,850k
GSM4444570,48.0450325012207,49.0,-0.9549674987792969,850k
GSM4444571,42.0565185546875,43.0,-0.9434814453125,850k
GSM4444573,34.27977752685547,36.0,-1.7202224731445312,850k
GSM4444574,45.907447814941406,47.0,-1.0925521850585938,850k
GSM4444575,36.87101364135742,40.0,-3.128986358642578,850k
GSM4444577,27.470561981201172,27.0,0.4705619812011719,850k
GSM4444578,52.42173767089844,53.0,-0.5782623291015625,850k
GSM4444579,49.137596130371094,50.0,-0.8624038696289062,850k
GSM4444580,39.74500274658203,40.0,-0.25499725341796875,850k
GSM4444581,35.80646514892578,37.0,-1.1935348510742188,850k
GSM4444582,40.11195373535156,40.0,0.1119537353515625,850k
GSM4444583,46.54118347167969,47.0,-0.4588165283203125,850k
GSM4444584,46.629249572753906,46.0,0.6292495727539062,850k
GSM4444585,34.00334167480469,34.0,0.0033416748046875,850k
GSM4444586,38.19087219238281,39.0,-0.8091278076171875,850k
GSM4444587,43.229736328125,43.0,0.229736328125,850k
GSM4444588,32.35072708129883,34.0,-1.6492729187011719,850k
GSM4444589,41.926658630371094,43.0,-1.0733413696289062,850k
GSM4444590,38.16353988647461,39.0,-0.8364601135253906,850k
GSM4444592,51.08415603637695,52.0,-0.9158439636230469,850k
GSM4444593,34.61334991455078,35.0,-0.38665008544921875,850k
GSM4444594,52.044158935546875,53.0,-0.955841064453125,850k
GSM4444595,37.900821685791016,39.0,-1.0991783142089844,850k
GSM4444596,45.55319595336914,47.0,-1.4468040466308594,850k
GSM4444597,36.486305236816406,36.0,0.48630523681640625,850k
GSM4444598,34.432559967041016,36.0,-1.5674400329589844,850k
GSM4444599,50.3040771484375,52.0,-1.6959228515625,850k
GSM4444600,56.756446838378906,59.0,-2.2435531616210938,850k
GSM4444601,41.050697326660156,42.0,-0.9493026733398438,850k
GSM4444602,35.17159652709961,37.0,-1.8284034729003906,850k
GSM4444603,45.43561935424805,48.0,-2.564380645751953,850k
GSM4444604,42.86815643310547,45.0,-2.1318435668945312,850k
GSM4444605,43.0499382019043,45.0,-1.9500617980957031,850k
GSM4444606,42.025177001953125,44.0,-1.974822998046875,850k
GSM4444607,35.7302131652832,38.0,-2.269786834716797,850k
GSM4444608,39.774803161621094,41.0,-1.2251968383789062,850k
GSM4444609,48.1389274597168,50.0,-1.8610725402832031,850k
GSM4444610,47.5054931640625,49.0,-1.4945068359375,850k
GSM4444611,28.71660614013672,30.0,-1.2833938598632812,850k
GSM4444612,47.386898040771484,47.0,0.3868980407714844,850k
GSM4444613,44.0245361328125,45.0,-0.9754638671875,850k
GSM4444614,40.132080078125,41.0,-0.867919921875,850k
GSM4444615,40.30769348144531,42.0,-1.6923065185546875,850k
GSM4444616,35.172767639160156,38.0,-2.8272323608398438,850k
GSM4444617,33.91941452026367,34.0,-0.08058547973632812,850k
GSM4444618,41.38825988769531,43.0,-1.6117401123046875,850k
GSM4444619,34.023773193359375,34.0,0.023773193359375,850k
GSM4444620,54.924095153808594,57.0,-2.0759048461914062,850k
GSM4444621,36.66681671142578,37.0,-0.33318328857421875,850k
GSM4444622,41.30615997314453,41.0,0.30615997314453125,850k
GSM4444624,44.035194396972656,47.0,-2.9648056030273438,850k
GSM4444626,44.840335845947266,47.0,-2.1596641540527344,850k
GSM4444627,54.67646026611328,56.0,-1.3235397338867188,850k
GSM4444628,48.6081657409668,50.0,-1.3918342590332031,850k
GSM4444629,27.806926727294922,28.0,-0.19307327270507812,850k
GSM4444630,47.347869873046875,47.0,0.347869873046875,850k
GSM4444632,44.93702697753906,45.0,-0.0629730224609375,850k
GSM4444633,31.974809646606445,32.0,-0.025190353393554688,850k
GSM4444634,50.402130126953125,52.0,-1.597869873046875,850k
GSM4444636,33.52419662475586,33.0,0.5241966247558594,850k
GSM4444637,27.347015380859375,27.0,0.347015380859375,850k
GSM4444638,38.70173263549805,39.0,-0.2982673645019531,850k
GSM4444639,32.82902145385742,33.0,-0.17097854614257812,850k
GSM4444640,39.33002853393555,41.0,-1.6699714660644531,850k
GSM4444641,49.45241928100586,50.0,-0.5475807189941406,850k
GSM4444642,58.0195198059082,58.0,0.019519805908203125,850k
GSM4444643,30.942873001098633,30.0,0.9428730010986328,850k
GSM4444644,45.80659484863281,47.0,-1.1934051513671875,850k
GSM4444645,42.30781936645508,43.0,-0.6921806335449219,850k
GSM4444646,48.203895568847656,48.0,0.20389556884765625,850k
GSM4444647,32.72057342529297,33.0,-0.27942657470703125,850k
GSM4444648,42.5651741027832,42.0,0.5651741027832031,850k
GSM4444649,41.2393684387207,46.0,-4.760631561279297,850k
GSM4444651,34.29187774658203,34.0,0.29187774658203125,850k
GSM4444652,44.387916564941406,46.0,-1.6120834350585938,850k
GSM4444654,36.86129379272461,38.0,-1.1387062072753906,850k
GSM4444655,46.25741958618164,48.0,-1.7425804138183594,850k
GSM4444656,37.22511672973633,38.0,-0.7748832702636719,850k
GSM4444657,28.472105026245117,28.0,0.4721050262451172,850k
GSM4444658,41.1952018737793,41.0,0.19520187377929688,850k
GSM4444659,40.21495056152344,41.0,-0.7850494384765625,850k
GSM4444660,44.81960678100586,46.0,-1.1803932189941406,850k
GSM4444661,50.562713623046875,52.0,-1.437286376953125,850k
GSM4444662,42.08242416381836,43.0,-0.9175758361816406,850k
GSM4444663,46.90985107421875,48.0,-1.09014892578125,850k
GSM4444664,43.17889404296875,43.0,0.17889404296875,850k
GSM4444665,42.82520294189453,42.0,0.8252029418945312,850k
GSM4444666,41.887210845947266,42.0,-0.11278915405273438,850k
GSM4444667,35.21470260620117,36.0,-0.7852973937988281,850k
GSM4444671,39.83186340332031,40.0,-0.1681365966796875,850k
GSM4444672,32.116424560546875,32.0,0.116424560546875,850k
GSM4444673,42.07135009765625,44.0,-1.92864990234375,850k
GSM4444674,50.713802337646484,51.0,-0.2861976623535156,850k
GSM4444675,42.8285026550293,42.0,0.8285026550292969,850k
GSM4444676,43.26595687866211,45.0,-1.7340431213378906,850k
GSM4444677,44.98331069946289,46.0,-1.0166893005371094,850k
GSM4444679,48.79916000366211,50.0,-1.2008399963378906,850k
GSM4444680,30.473560333251953,31.0,-0.5264396667480469,850k
GSM4444681,45.462158203125,47.0,-1.537841796875,850k
GSM4444682,33.423465728759766,34.0,-0.5765342712402344,850k
GSM4444683,43.28509521484375,45.0,-1.71490478515625,850k
GSM4444684,44.557010650634766,46.0,-1.4429893493652344,850k
GSM4444685,40.46479415893555,42.0,-1.5352058410644531,850k
GSM4444686,46.7529411315918,47.0,-0.24705886840820312,850k
GSM4444687,29.245128631591797,29.0,0.24512863159179688,850k
GSM4444688,42.46050262451172,42.0,0.46050262451171875,850k
GSM4444689,42.94972610473633,44.0,-1.0502738952636719,850k
GSM4444690,26.118616104125977,26.0,0.11861610412597656,850k
GSM4444691,54.37531280517578,56.0,-1.6246871948242188,850k
GSM4444692,38.82726287841797,40.0,-1.1727371215820312,850k
GSM4444693,37.64461135864258,38.0,-0.3553886413574219,850k
GSM4444694,50.25372314453125,51.0,-0.74627685546875,850k
GSM4444695,32.70734786987305,34.0,-1.2926521301269531,850k
GSM4444696,38.09524154663086,38.0,0.09524154663085938,850k
GSM4444697,35.19594192504883,35.0,0.19594192504882812,850k
GSM4444698,37.06700134277344,39.0,-1.9329986572265625,850k
GSM4444699,46.831520080566406,48.0,-1.1684799194335938,850k
GSM4444700,37.82472229003906,39.0,-1.1752777099609375,850k
GSM4444701,36.35442352294922,37.0,-0.6455764770507812,850k
GSM4444702,43.91966247558594,44.0,-0.0803375244140625,850k
GSM4444703,37.87567138671875,37.0,0.87567138671875,850k
GSM4444705,45.544246673583984,46.0,-0.4557533264160156,850k
GSM4444706,47.123497009277344,49.0,-1.8765029907226562,850k
GSM4444707,33.253814697265625,35.0,-1.746185302734375,850k
GSM4444708,43.73248291015625,45.0,-1.26751708984375,850k
GSM4444709,41.0756950378418,42.0,-0.9243049621582031,850k
GSM4444711,37.536766052246094,38.0,-0.46323394775390625,850k
GSM4444712,29.376953125,30.0,-0.623046875,850k
GSM4444713,48.966636657714844,49.0,-0.03336334228515625,850k
GSM4444714,42.678916931152344,43.0,-0.32108306884765625,850k
GSM4444715,38.041080474853516,39.0,-0.9589195251464844,850k
GSM4444716,38.88848876953125,39.0,-0.11151123046875,850k
GSM4444717,41.10745620727539,40.0,1.1074562072753906,850k
GSM4444718,38.07286834716797,39.0,-0.9271316528320312,850k
GSM4444719,41.07204055786133,43.0,-1.9279594421386719,850k
GSM4444720,57.333587646484375,58.0,-0.666412353515625,850k
GSM4444721,49.867515563964844,50.0,-0.13248443603515625,850k
GSM4444722,59.78689193725586,59.0,0.7868919372558594,850k
GSM4444723,42.372249603271484,43.0,-0.6277503967285156,850k
GSM4444724,28.272232055664062,28.0,0.2722320556640625,850k
GSM4444725,47.84492874145508,48.0,-0.15507125854492188,850k
GSM4444726,40.687828063964844,41.0,-0.31217193603515625,850k
GSM4444727,46.896751403808594,47.0,-0.10324859619140625,850k
GSM4444728,47.479923248291016,47.0,0.4799232482910156,850k
GSM4444730,33.42003631591797,35.0,-1.5799636840820312,850k
GSM4444731,37.181766510009766,38.0,-0.8182334899902344,850k
GSM4444732,40.74732971191406,41.0,-0.2526702880859375,850k
GSM4444733,52.35934829711914,54.0,-1.6406517028808594,850k
GSM4444734,38.459068298339844,40.0,-1.5409317016601562,850k
GSM4444735,35.589111328125,35.0,0.589111328125,850k
GSM4444736,49.011653900146484,52.0,-2.9883460998535156,850k
GSM4444737,46.396671295166016,48.0,-1.6033287048339844,850k
GSM4444738,49.767269134521484,53.0,-3.2327308654785156,850k
GSM4444739,52.42239761352539,53.0,-0.5776023864746094,850k
GSM4444740,31.36223793029785,30.0,1.3622379302978516,850k
GSM4444741,46.53480911254883,47.0,-0.4651908874511719,850k
GSM4444742,35.93599319458008,35.0,0.9359931945800781,850k
GSM4444743,27.685993194580078,28.0,-0.3140068054199219,850k
GSM4444744,35.781227111816406,36.0,-0.21877288818359375,850k
GSM4444745,36.17106628417969,36.0,0.1710662841796875,850k
GSM4444746,32.24283981323242,31.0,1.2428398132324219,850k
GSM4444747,27.159372329711914,27.0,0.15937232971191406,850k
GSM4444748,46.885047912597656,47.0,-0.11495208740234375,850k
GSM4444749,37.984718322753906,38.0,-0.01528167724609375,850k
GSM4444750,52.049232482910156,53.0,-0.9507675170898438,850k
GSM4444752,29.918258666992188,30.0,-0.0817413330078125,850k
GSM4444753,28.079042434692383,28.0,0.07904243469238281,850k
GSM4444754,45.56848907470703,47.0,-1.4315109252929688,850k
GSM4444755,46.758506774902344,46.0,0.7585067749023438,850k
GSM4444756,29.327184677124023,31.0,-1.6728153228759766,850k
GSM4444757,33.688140869140625,34.0,-0.311859130859375,850k
GSM4444758,43.70891189575195,45.0,-1.2910881042480469,850k
GSM4444759,44.58088302612305,45.0,-0.4191169738769531,850k
GSM4444760,46.76799011230469,48.0,-1.2320098876953125,850k
GSM4444761,48.305660247802734,48.0,0.3056602478027344,850k
GSM4444763,36.099605560302734,36.0,0.09960556030273438,850k
GSM4444764,45.02419662475586,45.0,0.024196624755859375,850k
GSM4444765,29.063875198364258,29.0,0.06387519836425781,850k
GSM4444766,39.434391021728516,39.0,0.4343910217285156,850k
GSM4444767,53.12484359741211,54.0,-0.8751564025878906,850k
GSM4444768,37.682960510253906,37.0,0.6829605102539062,850k
GSM4444769,49.08351135253906,49.0,0.0835113525390625,850k
GSM4444770,57.31486511230469,58.0,-0.6851348876953125,850k
GSM4444771,42.323486328125,42.0,0.323486328125,850k
GSM4444772,48.32592010498047,48.0,0.32592010498046875,850k
GSM4444773,35.958824157714844,38.0,-2.0411758422851562,850k
GSM4444775,42.07671356201172,42.0,0.07671356201171875,850k
GSM4444776,38.94132995605469,41.0,-2.0586700439453125,850k
GSM4444777,35.067115783691406,36.0,-0.9328842163085938,850k
GSM4444778,44.20001983642578,47.0,-2.7999801635742188,850k
GSM4444779,42.467994689941406,44.0,-1.5320053100585938,850k
GSM4444780,50.03954315185547,50.0,0.03954315185546875,850k
GSM4444781,36.09868240356445,38.0,-1.9013175964355469,850k
GSM4444782,35.45854568481445,37.0,-1.5414543151855469,850k
GSM4444783,44.48012924194336,47.0,-2.5198707580566406,850k
GSM4444784,45.001731872558594,45.0,0.00173187255859375,850k
GSM4444785,40.82151412963867,43.0,-2.178485870361328,850k
GSM4444786,30.31441307067871,31.0,-0.6855869293212891,850k
GSM4444787,57.127952575683594,58.0,-0.8720474243164062,850k
GSM4444788,43.774078369140625,46.0,-2.225921630859375,850k
GSM4444789,50.56704330444336,51.0,-0.4329566955566406,850k
GSM4444790,40.44509506225586,40.0,0.4450950622558594,850k
GSM4444791,49.91671371459961,49.0,0.9167137145996094,850k
GSM4444792,37.93129348754883,37.0,0.9312934875488281,850k
GSM4444793,28.09305191040039,29.0,-0.9069480895996094,850k
GSM4444794,43.06056594848633,45.0,-1.9394340515136719,850k
GSM4444795,49.62746047973633,53.0,-3.372539520263672,850k
GSM4444796,47.45099639892578,47.0,0.45099639892578125,850k
GSM4444797,42.9743537902832,45.0,-2.025646209716797,850k
GSM4444798,40.601829528808594,40.0,0.6018295288085938,850k
GSM4444799,53.57410430908203,55.0,-1.4258956909179688,850k
GSM4444800,34.3137092590332,34.0,0.3137092590332031,850k
GSM4444801,58.04596710205078,59.0,-0.9540328979492188,850k
GSM4444802,58.28162384033203,59.0,-0.7183761596679688,850k
GSM4444803,42.69197082519531,42.0,0.6919708251953125,850k
GSM4444804,46.3228645324707,48.0,-1.6771354675292969,850k
GSM4444805,32.72167205810547,33.0,-0.27832794189453125,850k
GSM4444806,36.295623779296875,37.0,-0.704376220703125,850k
GSM4444807,46.119110107421875,46.0,0.119110107421875,850k
GSM4444809,39.95040512084961,42.0,-2.0495948791503906,850k
GSM4444810,46.21125030517578,49.0,-2.7887496948242188,850k
GSM4444811,41.68452072143555,41.0,0.6845207214355469,850k
GSM4444812,50.369667053222656,52.0,-1.6303329467773438,850k
GSM4444813,42.35236740112305,44.0,-1.6476325988769531,850k
GSM4444814,41.130332946777344,41.0,0.13033294677734375,850k
GSM4444815,48.82243347167969,51.0,-2.1775665283203125,850k
GSM4444816,38.82390213012695,40.0,-1.1760978698730469,850k
GSM4444817,51.44746398925781,51.0,0.4474639892578125,850k
GSM4444818,40.95451354980469,41.0,-0.0454864501953125,850k
GSM4444819,26.91567611694336,27.0,-0.08432388305664062,850k
GSM4444821,46.42498016357422,48.0,-1.5750198364257812,850k
GSM4444822,27.984375,26.0,1.984375,850k
GSM4444823,34.77193069458008,36.0,-1.2280693054199219,850k
GSM4444824,39.9724235534668,40.0,-0.027576446533203125,850k
GSM4444826,33.306758880615234,34.0,-0.6932411193847656,850k
GSM4444827,30.990938186645508,30.0,0.9909381866455078,850k
GSM4444828,40.07147979736328,41.0,-0.9285202026367188,850k
GSM4444829,33.3993034362793,33.0,0.3993034362792969,850k
GSM4444831,28.123363494873047,29.0,-0.8766365051269531,850k
GSM4444832,54.162742614746094,54.0,0.16274261474609375,850k
GSM4444833,26.956214904785156,26.0,0.9562149047851562,850k
GSM4444834,42.82548904418945,43.0,-0.17451095581054688,850k
GSM4444835,39.0357780456543,40.0,-0.9642219543457031,850k
GSM4444836,37.914676666259766,39.0,-1.0853233337402344,850k
GSM4444837,44.10077667236328,47.0,-2.8992233276367188,850k
GSM4444838,44.55039978027344,46.0,-1.4496002197265625,850k
GSM4444839,41.98067855834961,42.0,-0.019321441650390625,850k
GSM4444840,52.92897033691406,56.0,-3.0710296630859375,850k
GSM4444841,44.42856979370117,44.0,0.4285697937011719,850k
GSM4444842,30.76532554626465,32.0,-1.2346744537353516,850k
GSM4444844,44.06005859375,45.0,-0.93994140625,850k
GSM4444845,41.45328140258789,43.0,-1.5467185974121094,850k
GSM4444846,33.76054000854492,33.0,0.7605400085449219,850k
GSM4444847,41.55146026611328,44.0,-2.4485397338867188,850k
GSM4444849,46.5247917175293,47.0,-0.4752082824707031,850k
GSM4444850,26.662181854248047,26.0,0.6621818542480469,850k
GSM4444851,31.340229034423828,31.0,0.3402290344238281,850k
GSM4444852,39.0726318359375,40.0,-0.9273681640625,850k
GSM4444853,39.126949310302734,41.0,-1.8730506896972656,850k
GSM4444854,49.39993667602539,52.0,-2.6000633239746094,850k
GSM4444855,55.049407958984375,57.0,-1.950592041015625,850k
